,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
36,charter communications,microchip technology,0.8897519111633301,xilinx,0.8754328489303589,chipotle mexican grill,0.853298008441925,intel corporation,0.8531621098518372,analog devices,0.8515649437904358,cognizant technology solutions,0.8501805067062378,intuit,0.8187660574913025,advanced micro devices,0.8159606456756592,electronic arts,0.8068528175354004,corning,0.8033122420310974,keysight technologies,0.8032141327857971,maxim integrated products,0.7973939180374146,synopsys,0.7966586947441101,adobe,0.7886264324188232,united parcel service,0.7786092758178711,skyworks solutions,0.7773647904396057,ansys,0.7701132893562317,ametek,0.768654465675354,autodesk,0.7670144438743591,broadcom,0.7652480006217957,amphenol,0.7649323344230652,lam research,0.7643657922744751,cadence design systems,0.7626135349273682,rockwell automation,0.7383264303207397,marvell technology group ltd,0.7144753932952881
37,dominion,duke,0.9824172258377075,nextera,0.8294376134872437,public service enterprise,0.7795639634132385,ball,0.772972047328949,roper technologies,0.753531813621521,carrier global,0.689984142780304,costar,0.670312762260437,xcel,0.638496994972229,sysco,0.6383516788482666,waste management,0.630896270275116,edison,0.6217494010925293,exelon,0.5739737749099731,autozone,0.5516562461853027,american electric power,0.5510342121124268,norfolk southern,0.5174475908279419,altria,0.5167199373245239,mondelez,0.48921719193458557,blackrock,0.4815819263458252,vertex,0.4783353805541992,accenture,0.475336492061615,berkshire hathaway,0.4613691568374634,metlife,0.46031877398490906,t rowe price,0.4426575005054474,ebay,0.43619364500045776,pepsico,0.42677557468414307
38,docusign,marvell technology group ltd,0.9276344776153564,keysight technologies,0.9200010895729065,ansys,0.9089863300323486,autodesk,0.908922016620636,synopsys,0.8970972299575806,intuit,0.8946496844291687,cadence design systems,0.8928723335266113,electronic arts,0.8838101625442505,lam research,0.8835519552230835,skyworks solutions,0.8816103935241699,corning,0.8815783262252808,adobe,0.878309965133667,cognizant technology solutions,0.8754973411560059,maxim integrated products,0.8734349012374878,xilinx,0.8705363273620605,micron technology,0.8551474213600159,intel corporation,0.849145770072937,advanced micro devices,0.8475877046585083,microchip technology,0.8457757234573364,analog devices,0.8322468996047974,chipotle mexican grill,0.8234400749206543,roku,0.8172183632850647,united parcel service,0.7944344282150269,etsy,0.763522744178772,progressive,0.7567100524902344
39,marriott,exxon mobil,0.8393673896789551,ford motor,0.8385587334632874,conocophillips,0.8346002697944641,morgan stanley,0.8108653426170349,goldman sachs,0.7729219198226929,international business machines,0.7571084499359131,citigroup,0.7221918702125549,blackrock,0.6944120526313782,marathon petroleum,0.6941382884979248,simon property,0.6822353601455688,t rowe price,0.6775568127632141,kinder morgan,0.6634722948074341,chevron,0.6376832723617554,corteva,0.6313436031341553,alexion,0.6304558515548706,wells fargo,0.5901687145233154,edison,0.59000164270401,hilton worldwide holdings,0.5822684168815613,coca cola,0.5809292793273926,fedex,0.5808184146881104,first republic bank,0.5789348483085632,tesla,0.5702886581420898,prologis,0.5574343204498291,uber technologies,0.5502886176109314,kimberly clark,0.5446915626525879
40,thermo fisher scientific,agilent technologies,0.9737123250961304,illumina,0.956451952457428,danaher,0.9187372326850891,abbott laboratories,0.9027167558670044,edwards lifesciences,0.8456155061721802,willis towers watson,0.8436563611030579,veeva systems,0.8391963243484497,intuitive surgical,0.808326005935669,dexcom,0.807573676109314,medtronic,0.7722609043121338,costco wholesale,0.7208952903747559,zimmer biomet holdings,0.6806260943412781,stryker,0.6639719009399414,baxter,0.5768144130706787,xcel,0.5402159690856934,becton dickinson,0.5119139552116394,biogen,0.48698970675468445,prudential financial,0.46786049008369446,cerner,0.4634431004524231,vertex,0.44477468729019165,abbvie,0.40758848190307617,chubb ltd,0.39329618215560913,bristol myers squibb,0.3810415267944336,lululemon athletica,0.36734122037887573,moderna,0.36565327644348145
41,coca cola,international business machines,0.8736780881881714,citigroup,0.8014277219772339,capital one financial,0.7866414785385132,comcast,0.7719850540161133,first republic bank,0.7632520198822021,goldman sachs,0.7459332942962646,american express,0.7326000928878784,blackrock,0.7308468818664551,morgan stanley,0.6891542673110962,edison,0.6742970943450928,t rowe price,0.6556862592697144,kimberly clark,0.655422568321228,viacomcbs,0.6498194336891174,archer daniels midland,0.6493911743164062,yum brands,0.6477842330932617,global payments,0.6450228691101074,alexion,0.6351624727249146,conocophillips,0.6306217908859253,travelers companies,0.6224349737167358,prologis,0.6126728653907776,accenture,0.6104196310043335,wells fargo,0.6039945483207703,walt disney,0.5870693325996399,marriott,0.5809292793273926,dow,0.5799076557159424
42,resmed,parker hannifin,0.8446545004844666,otis worldwide,0.8197183609008789,amphenol,0.7952315807342529,ametek,0.7781612873077393,exelon,0.7606706023216248,marvell technology group ltd,0.7417490482330322,johnson controls,0.7221956253051758,workday,0.7147839665412903,progressive,0.7142690420150757,rockwell automation,0.7015411853790283,allstate,0.6978310346603394,sysco,0.6963030099868774,coupa software,0.680875301361084,sempra,0.668880820274353,ball,0.6544001698493958,general motors,0.6512778997421265,docusign,0.6457935571670532,honeywell,0.6429071426391602,ross stores,0.6427849531173706,automatic data processing,0.6420736908912659,raytheon technologies,0.6395481824874878,transdigm,0.6329624056816101,freeport mcmoran,0.6305739879608154,berkshire hathaway,0.6161059141159058,nike,0.6099024415016174
43,boeing,southwest airlines,0.8184877038002014,lockheed martin,0.7755367755889893,northrop grumman,0.6882956027984619,delta air lines,0.6180248260498047,emerson electric,0.5628588795661926,aflac,0.5042715072631836,fedex,0.48799756169319153,crowdstrike holdings,0.4843771457672119,eaton,0.4687090516090393,progressive,0.46611669659614563,mcdonalds,0.44211533665657043,resmed,0.4215083718299866,starbucks,0.4085330665111542,raytheon technologies,0.40451717376708984,honeywell,0.40064722299575806,eversource,0.3962528109550476,uber technologies,0.39047306776046753,roku,0.38553938269615173,bank of,0.3753649592399597,colgate palmolive,0.3718995749950409,hp,0.3700418174266815,seagen,0.36434924602508545,parker hannifin,0.36351510882377625,intercontinental exchange,0.36134594678878784,constellation brands,0.3603018522262573
44,delta air lines,mcdonalds,0.9058026075363159,starbucks,0.8886399269104004,southwest airlines,0.871556282043457,walmart,0.830827534198761,kroger,0.6887627840042114,colgate palmolive,0.666614294052124,crowdstrike holdings,0.6412935256958008,walt disney,0.6319090723991394,boeing,0.6180248260498047,eaton,0.6164438724517822,american,0.6137158870697021,aflac,0.5953189730644226,vf,0.5746520161628723,sherwin williams,0.566189169883728,charles schwab,0.5301038026809692,dollar tree,0.5136921405792236,clorox,0.5038930177688599,walgreen boots alliance,0.4960283935070038,best buy,0.47911494970321655,paccar,0.4742896556854248,roku,0.4681798815727234,pepsico,0.46458110213279724,prologis,0.4460323452949524,coca cola,0.44101715087890625,twitter,0.42155057191848755
45,moderna,mckesson,0.8984382152557373,pfizer,0.8414801955223083,biogen,0.7499929070472717,cerner,0.7113168239593506,prudential financial,0.6431978344917297,abbvie,0.563140869140625,intuitive surgical,0.5243597030639648,gilead sciences,0.47604426741600037,illumina,0.4668782949447632,walgreen boots alliance,0.4346846342086792,lululemon athletica,0.42862558364868164,abbott laboratories,0.42332664132118225,sherwin williams,0.41452816128730774,veeva systems,0.40809166431427,edwards lifesciences,0.4073750674724579,willis towers watson,0.402706116437912,uber technologies,0.40080270171165466,amgen,0.386290967464447,hp,0.37097403407096863,splunk,0.37088191509246826,thermo fisher scientific,0.36565330624580383,humana,0.3654292821884155,linde,0.35969194769859314,eversource,0.3590419292449951,bristol myers squibb,0.3554239571094513
46,paychex,ross stores,0.809721052646637,freeport mcmoran,0.7770530581474304,oracle,0.7153747081756592,bank of,0.703116774559021,fiserv,0.6930229663848877,alphabet,0.6604548692703247,waste management,0.6601506471633911,global payments,0.6552262306213379,netflix,0.6458742618560791,apple,0.6344852447509766,digital realty,0.6335718631744385,workday,0.6261171102523804,palo alto networks,0.6070332527160645,yum brands,0.597119927406311,autozone,0.5954976081848145,archer daniels midland,0.5938091278076172,accenture,0.5915086269378662,roku,0.5843933820724487,union pacific,0.5836557149887085,sysco,0.583571195602417,travelers companies,0.579097330570221,crowdstrike holdings,0.5766006708145142,pinterest,0.5739752650260925,philip morris,0.5720697641372681,altria,0.5714211463928223
47,seagen,constellation brands,0.9160716533660889,progressive,0.899627685546875,linde,0.874495804309845,msci,0.853685736656189,sempra,0.8529773950576782,aflac,0.8508546352386475,kimberly clark,0.8286986351013184,paccar,0.8179332613945007,eversource,0.8161723017692566,allstate,0.8143401145935059,corteva,0.8143117427825928,hp,0.7967590093612671,digital realty,0.793631911277771,peloton interactive,0.7913457155227661,archer daniels midland,0.7888975739479065,uber technologies,0.7885856628417969,prologis,0.7773057222366333,vf,0.7747882604598999,travelers companies,0.7555363178253174,crowdstrike holdings,0.7437607049942017,walgreen boots alliance,0.7393773794174194,roku,0.7346875667572021,general electric,0.7342506051063538,viacomcbs,0.731298565864563,yum brands,0.7295763492584229
48,public service enterprise,waste management,0.9175050854682922,roper technologies,0.8503661155700684,costar,0.8423169255256653,sempra,0.8019576668739319,duke,0.7956060171127319,edison,0.7882899641990662,dominion,0.7795639634132385,yum brands,0.7676084637641907,nextera,0.756940484046936,ball,0.747570812702179,truist financial,0.721969485282898,xcel,0.6985777616500854,carrier global,0.6982348561286926,american,0.6843190789222717,ebay,0.6770285367965698,american electric power,0.6761714220046997,exelon,0.67085862159729,kimberly clark,0.6693413257598877,freeport mcmoran,0.6689450740814209,msci,0.6683171987533569,linde,0.6640661954879761,sysco,0.6611266732215881,vertex,0.6490894556045532,automatic data processing,0.6478724479675293,travelers companies,0.6464055776596069
49,costco wholesale,zimmer biomet holdings,0.8775455951690674,danaher,0.8680372834205627,dexcom,0.8444603085517883,veeva systems,0.8343240022659302,agilent technologies,0.828177809715271,stryker,0.8190590143203735,edwards lifesciences,0.8020786046981812,willis towers watson,0.7867632508277893,illumina,0.7821385860443115,intuitive surgical,0.7460530996322632,thermo fisher scientific,0.7208952903747559,medtronic,0.7103832960128784,vertex,0.7037904262542725,abbott laboratories,0.6877924799919128,baxter,0.6830371022224426,chubb ltd,0.6734939217567444,american electric power,0.6584415435791016,cerner,0.6274702548980713,xcel,0.6194878816604614,vf,0.5850158929824829,becton dickinson,0.5695992708206177,lululemon athletica,0.5494058728218079,centene,0.5407993793487549,berkshire hathaway,0.5398451089859009,cigna,0.5398241281509399
50,dollar tree,best buy,0.800499677658081,pepsico,0.7911902070045471,walmart,0.7861262559890747,kroger,0.7488633394241333,clorox,0.7362219095230103,exelon,0.7240505218505859,colgate palmolive,0.7230442762374878,sysco,0.6996387243270874,starbucks,0.6865584850311279,mondelez,0.6842095851898193,mcdonalds,0.6795336008071899,norfolk southern,0.6389474272727966,autozone,0.6358645558357239,ball,0.6230848431587219,eaton,0.6220000982284546,ross stores,0.6137847304344177,johnson controls,0.6095778346061707,altria,0.6064099073410034,workday,0.5882432460784912,rockwell automation,0.5675957202911377,freeport mcmoran,0.5599932074546814,walt disney,0.5594912767410278,resmed,0.5519658923149109,parker hannifin,0.5502006411552429,valero,0.5464470386505127
51,carrier global,roper technologies,0.9562602043151855,ball,0.7782683372497559,sysco,0.7375935316085815,nextera,0.7191035151481628,exelon,0.7156587243080139,ebay,0.7068255543708801,vertex,0.7020550966262817,public service enterprise,0.6982348561286926,nike,0.6916654706001282,dominion,0.689984142780304,berkshire hathaway,0.6884406208992004,duke,0.6824780702590942,teladoc health,0.6793063879013062,automatic data processing,0.6749844551086426,otis worldwide,0.6655198931694031,norfolk southern,0.6593813896179199,altria,0.6535363793373108,costar,0.6215469837188721,autozone,0.619943380355835,xcel,0.6036497354507446,baxter,0.5999704599380493,resmed,0.5954074859619141,waste management,0.5943441987037659,metlife,0.5939991474151611,rockwell automation,0.5937449932098389
52,cerner,biogen,0.8278014659881592,walgreen boots alliance,0.8251311182975769,mckesson,0.8043527603149414,sherwin williams,0.7848943471908569,lululemon athletica,0.7646141648292542,hp,0.7457773685455322,veeva systems,0.744534969329834,pfizer,0.739456057548523,linde,0.7338177561759949,eversource,0.7176648378372192,moderna,0.711316704750061,intuitive surgical,0.7100032567977905,prudential financial,0.6998621225357056,vf,0.698562741279602,willis towers watson,0.6774555444717407,paccar,0.6768292784690857,edwards lifesciences,0.652490496635437,msci,0.651884913444519,illumina,0.6449957489967346,kimberly clark,0.6436312794685364,chubb ltd,0.6434314846992493,costco wholesale,0.6274702548980713,digital realty,0.6245092749595642,humana,0.609569787979126,peloton interactive,0.6094682216644287
53,american,colgate palmolive,0.9260329008102417,vf,0.871070384979248,prologis,0.868739128112793,eaton,0.8613561987876892,walt disney,0.8372637033462524,yum brands,0.8282293677330017,oreilly automotive,0.8144879937171936,paccar,0.8026556372642517,aflac,0.7882240414619446,ringcentral,0.780545175075531,archer daniels midland,0.7782403230667114,viacomcbs,0.7562921643257141,walgreen boots alliance,0.754599392414093,sherwin williams,0.7540156841278076,linde,0.7493336200714111,eversource,0.746688723564148,general electric,0.7439254522323608,simon property,0.741034209728241,mcdonalds,0.730359673500061,sempra,0.7235758304595947,kimberly clark,0.722993791103363,truist financial,0.7103462219238281,hp,0.705436110496521,metlife,0.7001059651374817,msci,0.6883666515350342
54,autodesk,skyworks solutions,0.9839543700218201,ansys,0.9838162064552307,synopsys,0.9831559062004089,cadence design systems,0.9811898469924927,electronic arts,0.9786213636398315,intuit,0.9750054478645325,maxim integrated products,0.9735555052757263,adobe,0.9714869856834412,keysight technologies,0.9676556587219238,corning,0.9658722281455994,lam research,0.962748110294342,cognizant technology solutions,0.9602728486061096,xilinx,0.9474415183067322,micron technology,0.9411468505859375,analog devices,0.9263521432876587,chipotle mexican grill,0.9257858395576477,microchip technology,0.9137500524520874,docusign,0.908922016620636,intel corporation,0.8856867551803589,advanced micro devices,0.8429908752441406,broadcom,0.8339710235595703,marvell technology group ltd,0.7837978601455688,charter communications,0.7670143842697144,roku,0.7578270435333252,united parcel service,0.7549201250076294
55,prudential financial,biogen,0.826343834400177,hilton worldwide holdings,0.8136312365531921,cerner,0.6998621225357056,lululemon athletica,0.6871451139450073,sherwin williams,0.6836661696434021,mckesson,0.679893970489502,walgreen boots alliance,0.6703317165374756,hp,0.6676571369171143,intuitive surgical,0.661118745803833,linde,0.6590282917022705,willis towers watson,0.6432995200157166,moderna,0.6431977152824402,uber technologies,0.6260695457458496,kinder morgan,0.6241323947906494,gilead sciences,0.6217987537384033,pfizer,0.6197030544281006,kimberly clark,0.6154636144638062,splunk,0.6104698777198792,illumina,0.6082710027694702,general electric,0.5996050834655762,edwards lifesciences,0.5951594114303589,peloton interactive,0.5750302076339722,veeva systems,0.5654932856559753,alexion,0.5598170757293701,abbott laboratories,0.5538555383682251
56,crowdstrike holdings,vf,0.8577401041984558,sherwin williams,0.8467530012130737,paccar,0.8449088335037231,eversource,0.8337504863739014,bank of,0.8108373880386353,walgreen boots alliance,0.8036917448043823,digital realty,0.7958710193634033,eaton,0.7531920671463013,archer daniels midland,0.7524715662002563,seagen,0.7437607049942017,roku,0.7388533353805542,colgate palmolive,0.7288254499435425,aflac,0.7212611436843872,fiserv,0.6974834203720093,global payments,0.6931520104408264,workday,0.6819877028465271,prologis,0.6817868947982788,constellation brands,0.6785380840301514,starbucks,0.6775067448616028,ross stores,0.6773737668991089,american,0.6766200661659241,mcdonalds,0.6635478138923645,first republic bank,0.6627814769744873,linde,0.6596797704696655,oracle,0.6503463387489319
57,zoetis,regeneron,0.8727915287017822,bristol myers squibb,0.8686848878860474,cummins,0.867513120174408,eli lilly,0.8389179706573486,lululemon athletica,0.7852190732955933,gilead sciences,0.745011568069458,abbvie,0.7362451553344727,ringcentral,0.6839002966880798,amgen,0.6704505085945129,home depot,0.669192373752594,vertex,0.6680777072906494,metlife,0.6497170329093933,american electric power,0.6434484720230103,dexcom,0.6409315466880798,willis towers watson,0.6351250410079956,nike,0.6195979118347168,edwards lifesciences,0.6109602451324463,emerson electric,0.6086061596870422,intuitive surgical,0.5982053279876709,chubb ltd,0.5913316011428833,hp,0.5549870133399963,johnson controls,0.5527284145355225,coupa software,0.5522609949111938,constellation brands,0.5443712472915649,costco wholesale,0.5310724973678589
58,pinterest,splunk,0.7970333099365234,twitter,0.7861623764038086,facebook,0.7747873067855835,digital realty,0.7043933272361755,archer daniels midland,0.6154191493988037,netflix,0.6084316968917847,viacomcbs,0.6027127504348755,eversource,0.5880928039550781,paychex,0.5739752650260925,palo alto networks,0.5724860429763794,sherwin williams,0.5657762885093689,microsoft,0.5582330226898193,charles schwab,0.5544267296791077,fiserv,0.5406895875930786,vf,0.523440420627594,kimberly clark,0.5083152055740356,walgreen boots alliance,0.5080167055130005,msci,0.5041548609733582,freeport mcmoran,0.5010479092597961,comcast,0.48910093307495117,waste management,0.4839385747909546,american,0.4829637408256531,crowdstrike holdings,0.46982404589653015,linde,0.4684433937072754,yum brands,0.4673110842704773
59,vertex,dexcom,0.798743724822998,xcel,0.7913764715194702,edwards lifesciences,0.7832376956939697,roper technologies,0.7684230804443359,baxter,0.7616374492645264,willis towers watson,0.7528281807899475,intuitive surgical,0.735729455947876,zimmer biomet holdings,0.7353144884109497,teladoc health,0.7251641750335693,truist financial,0.7103269100189209,metlife,0.7090334892272949,ebay,0.7050833702087402,costco wholesale,0.7037904262542725,carrier global,0.7020550966262817,ringcentral,0.6941359639167786,nike,0.6868665218353271,medtronic,0.6798924207687378,home depot,0.6724671721458435,american electric power,0.669859766960144,zoetis,0.6680777072906494,schlumberger,0.6645368337631226,stryker,0.6601542234420776,automatic data processing,0.6576266884803772,becton dickinson,0.655186653137207,public service enterprise,0.6490894556045532
60,synopsys,cadence design systems,0.9864531755447388,autodesk,0.9831559062004089,maxim integrated products,0.9830814599990845,keysight technologies,0.9819267988204956,electronic arts,0.9725075960159302,xilinx,0.9723637104034424,corning,0.9691433906555176,cognizant technology solutions,0.9673482179641724,ansys,0.9671897888183594,skyworks solutions,0.9667918682098389,intuit,0.9621045589447021,adobe,0.956876277923584,chipotle mexican grill,0.9467924237251282,analog devices,0.9432751536369324,lam research,0.9369232654571533,microchip technology,0.9218117594718933,micron technology,0.8986580967903137,docusign,0.8970972299575806,intel corporation,0.8921185731887817,advanced micro devices,0.8438330292701721,united parcel service,0.8182028532028198,broadcom,0.8088474273681641,charter communications,0.7966586351394653,marvell technology group ltd,0.789845883846283,roku,0.7153235673904419
61,cummins,zoetis,0.8675131797790527,bristol myers squibb,0.8615854978561401,amgen,0.7936824560165405,abbvie,0.7543606162071228,chubb ltd,0.7292593121528625,emerson electric,0.7040249109268188,humana,0.6832050085067749,eli lilly,0.677579402923584,edwards lifesciences,0.6737709045410156,intuitive surgical,0.6716663837432861,home depot,0.660893440246582,regeneron,0.6483889222145081,dexcom,0.6457802653312683,ringcentral,0.636572003364563,teladoc health,0.6320222616195679,willis towers watson,0.6282570958137512,vertex,0.6267925500869751,american electric power,0.6244680285453796,gilead sciences,0.6244499683380127,anthem,0.6235276460647583,johnson controls,0.6220455765724182,raytheon technologies,0.6218966245651245,coupa software,0.6117104291915894,nike,0.6055694222450256,caterpillar,0.603309154510498
62,transdigm,automatic data processing,0.803989052772522,servicenow,0.7945667505264282,parker hannifin,0.7541434168815613,okta,0.7501991987228394,twilio,0.703682541847229,activision blizzard,0.7032029628753662,otis worldwide,0.6996719241142273,workday,0.6809401512145996,constellation brands,0.6800746917724609,allstate,0.664484441280365,amphenol,0.6575700044631958,nike,0.6500018835067749,ebay,0.6407157778739929,ross stores,0.6392586827278137,resmed,0.6329624056816101,sempra,0.6295905113220215,docusign,0.6242737770080566,marvell technology group ltd,0.6225167512893677,spotify technology,0.6198629140853882,progressive,0.6156619787216187,freeport mcmoran,0.612567663192749,seagen,0.6111009120941162,square,0.6002105474472046,exelon,0.5948916077613831,ametek,0.589506983757019
63,valero,metlife,0.8514813184738159,marathon petroleum,0.7818532586097717,simon property,0.7503429651260376,mondelez,0.7477249503135681,eaton,0.7290748953819275,clorox,0.7229229807853699,walt disney,0.7188094258308411,general motors,0.7142828702926636,oreilly automotive,0.7132978439331055,t rowe price,0.71098393201828,prologis,0.6951427459716797,schlumberger,0.6901633739471436,colgate palmolive,0.6888542771339417,pepsico,0.6867518424987793,norfolk southern,0.6703180074691772,american,0.6621187329292297,home depot,0.6489782333374023,ringcentral,0.6476529836654663,yum brands,0.6417978405952454,general electric,0.6024264097213745,johnson controls,0.5963829755783081,altria,0.5788573026657104,vertex,0.5779614448547363,kinder morgan,0.5720393657684326,caterpillar,0.5660982131958008
64,viacomcbs,archer daniels midland,0.9350565671920776,kimberly clark,0.9164708852767944,general electric,0.8894533514976501,global payments,0.887259304523468,msci,0.8811298608779907,prologis,0.8695449829101562,linde,0.8590246438980103,oreilly automotive,0.8181852698326111,eversource,0.8063116669654846,ringcentral,0.8058292865753174,yum brands,0.8016997575759888,sherwin williams,0.800493597984314,peloton interactive,0.8003907203674316,paccar,0.7984760999679565,splunk,0.7824214696884155,international business machines,0.7819209694862366,vf,0.7697043418884277,walgreen boots alliance,0.7690550684928894,corteva,0.7676976323127747,digital realty,0.7670111060142517,american,0.7562921643257141,hp,0.7537918090820312,dupont de nemours,0.7414745092391968,seagen,0.731298565864563,lululemon athletica,0.7307760715484619
65,pepsico,mondelez,0.9260567426681519,best buy,0.8419280052185059,clorox,0.8413146734237671,norfolk southern,0.8029504418373108,dollar tree,0.7911902666091919,colgate palmolive,0.7847630977630615,walt disney,0.7759968042373657,altria,0.7718020677566528,sysco,0.7442159056663513,autozone,0.7428731918334961,exelon,0.7407410740852356,walmart,0.7396463751792908,ball,0.7128602862358093,mcdonalds,0.6999384164810181,valero,0.6867519617080688,american,0.6750035285949707,eaton,0.6543174386024475,kroger,0.6532853841781616,oreilly automotive,0.5867503881454468,starbucks,0.578224778175354,t rowe price,0.5700394511222839,metlife,0.5521067380905151,yum brands,0.5138349533081055,prologis,0.5068368911743164,general motors,0.502936840057373
66,paccar,vf,0.9324631690979004,archer daniels midland,0.9082686901092529,eversource,0.8991105556488037,msci,0.8819364309310913,linde,0.857245683670044,crowdstrike holdings,0.8449089527130127,eaton,0.8380318880081177,aflac,0.8336157202720642,prologis,0.8308287858963013,constellation brands,0.8294893503189087,hp,0.8247606754302979,walgreen boots alliance,0.8216623067855835,sherwin williams,0.8182530403137207,seagen,0.8179333209991455,palo alto networks,0.8127011656761169,ringcentral,0.8105636835098267,progressive,0.8060610294342041,american,0.8026557564735413,viacomcbs,0.7984760999679565,yum brands,0.7961364984512329,sempra,0.79436856508255,digital realty,0.787317156791687,colgate palmolive,0.7835679054260254,kimberly clark,0.7826429009437561,global payments,0.7702515125274658
67,prologis,general electric,0.9442009925842285,eaton,0.9168651700019836,oreilly automotive,0.9112231731414795,aflac,0.8909889459609985,linde,0.8762290477752686,viacomcbs,0.8695449829101562,american,0.8687392473220825,ringcentral,0.8610830307006836,kimberly clark,0.8587614297866821,simon property,0.8569155931472778,colgate palmolive,0.8543829917907715,yum brands,0.848427414894104,vf,0.8350436091423035,archer daniels midland,0.8338585495948792,paccar,0.8308286666870117,kinder morgan,0.8262006044387817,general motors,0.8141663074493408,walt disney,0.8029589653015137,walgreen boots alliance,0.7983354926109314,msci,0.7959794402122498,peloton interactive,0.7854238748550415,hp,0.7849389910697937,sherwin williams,0.7843368053436279,international business machines,0.7806258201599121,seagen,0.7773057222366333
68,edwards lifesciences,intuitive surgical,0.9798004627227783,willis towers watson,0.9761137962341309,dexcom,0.9451413154602051,illumina,0.9450932741165161,danaher,0.9238028526306152,abbott laboratories,0.9121747612953186,agilent technologies,0.8555065989494324,thermo fisher scientific,0.8456155061721802,medtronic,0.8195509910583496,veeva systems,0.8101667761802673,costco wholesale,0.8020786046981812,vertex,0.7832376956939697,zimmer biomet holdings,0.7808985710144043,baxter,0.7466757893562317,chubb ltd,0.7229568362236023,stryker,0.7210914492607117,xcel,0.704156756401062,abbvie,0.6992258429527283,bristol myers squibb,0.693006157875061,cummins,0.6737709045410156,becton dickinson,0.6579593420028687,biogen,0.6541295051574707,humana,0.653840184211731,cerner,0.652490496635437,zoetis,0.6109603047370911
69,abbott laboratories,illumina,0.9441211223602295,willis towers watson,0.9256171584129333,edwards lifesciences,0.9121747016906738,thermo fisher scientific,0.9027166962623596,intuitive surgical,0.8988062143325806,dexcom,0.8977182507514954,agilent technologies,0.8831877708435059,medtronic,0.8785670399665833,danaher,0.8784531354904175,baxter,0.7436144351959229,veeva systems,0.7276440858840942,zimmer biomet holdings,0.7248513698577881,becton dickinson,0.7087970972061157,stryker,0.7018457651138306,costco wholesale,0.6877924203872681,abbvie,0.6407084465026855,xcel,0.6319727301597595,bristol myers squibb,0.6077783107757568,biogen,0.5990626215934753,vertex,0.5976116061210632,prudential financial,0.5538554787635803,chubb ltd,0.5156617164611816,cerner,0.5099247097969055,humana,0.5084134340286255,cummins,0.5081973075866699
70,keysight technologies,synopsys,0.9819267988204956,autodesk,0.9676556587219238,cadence design systems,0.9647408723831177,ansys,0.9633509516716003,skyworks solutions,0.9628093242645264,xilinx,0.9622122645378113,intuit,0.960228443145752,electronic arts,0.9555699825286865,corning,0.9536679983139038,maxim integrated products,0.9536006450653076,cognizant technology solutions,0.9485008716583252,analog devices,0.9479618072509766,microchip technology,0.9438402056694031,adobe,0.9410357475280762,chipotle mexican grill,0.9291573762893677,docusign,0.9200010895729065,lam research,0.9175742864608765,intel corporation,0.8791394233703613,micron technology,0.8737131357192993,advanced micro devices,0.8293929696083069,marvell technology group ltd,0.8249204158782959,united parcel service,0.8127589225769043,charter communications,0.8032140731811523,amphenol,0.771538257598877,broadcom,0.7691865563392639
71,cigna,humana,0.9489761590957642,unitedhealth,0.9316940903663635,centene,0.9295905232429504,chubb ltd,0.8878607153892517,anthem,0.8006711006164551,cummins,0.601348876953125,zimmer biomet holdings,0.5667582750320435,intuitive surgical,0.5629284977912903,abbvie,0.5584736466407776,stryker,0.5508311986923218,dexcom,0.5464826822280884,edwards lifesciences,0.541283130645752,costco wholesale,0.5398241281509399,baxter,0.5104205012321472,bristol myers squibb,0.509158730506897,amgen,0.5091263055801392,becton dickinson,0.48502692580223083,teladoc health,0.4808409512042999,willis towers watson,0.4787682890892029,coupa software,0.47589874267578125,cerner,0.465682715177536,medtronic,0.45229554176330566,danaher,0.44665127992630005,motorola solutions,0.4454386234283447,ametek,0.4367589056491852
72,lockheed martin,northrop grumman,0.903683066368103,boeing,0.7755367159843445,raytheon technologies,0.7334502339363098,emerson electric,0.6811012029647827,caterpillar,0.6459594368934631,honeywell,0.6254866719245911,southwest airlines,0.608781099319458,resmed,0.5583288669586182,general motors,0.5294182300567627,fedex,0.5283042788505554,walt disney,0.5241589546203613,parker hannifin,0.5176080465316772,eaton,0.5069639682769775,norfolk southern,0.49411091208457947,aflac,0.4820185601711273,otis worldwide,0.47147136926651,schlumberger,0.45915964245796204,clorox,0.4457883834838867,t rowe price,0.43958577513694763,progressive,0.4325397312641144,workday,0.43165522813796997,exelon,0.421175092458725,altria,0.4168783128261566,delta air lines,0.41604381799697876,metlife,0.4085381031036377
